customer_id;card_id;region_name;sex;birth_date
02F4DB34C5696A668068CA3C1DE7C2D5;6600B4FDA036A6F00D464541EAD3B21F;Москва;F;1938-08-18
0308713D02D676920F2961E2A84B4516;1FB9344B8661069910D184EF19C448C7;Сахалинская область;F;1990-03-26
032672FDC2CF85213079F83E447AF75B;4C8AD60064AF412753EB54EAFCD8C59D;Самарская область;F;1989-01-13
048C34209D21671371750B9E045F618F;0781C3EE535D486AB78987044F136CA6;Самарская область;M;1984-05-04
056435AF351D99DEE13F5119F785E6CB;BE99E7218840A9F6B770CA8D309BB089;Республика Башкортостан;F;1990-11-24
080B89D718BF8B976B72DD9AABBEC0C2;680A5E0935628ADD0D7D3B04B6B0122A;Челябинская область;M;1996-02-26
09731F9F4F590C15A97CD7CC05F0F1BE;1E0C2143D806D95C6E4E573680CBD1FF;;;.
0BA695118B86C10A81CFD6C63D8135A4;7990663C0BB7F49DF712EFC3DAA997D2;;;1981-11-15
0C5D0F96858E425AD584DF80764FEA2C;ADE5DFF81940FA55D54B871048F9BFA3;Москва;M;1977-08-04
0D964F2A081B5DC1A02861B140B5EC39;4F0F7054613BB1A2A3403CCA47802A47;;;1959-04-15
0D964F2A081B5DC1A02861B140B5EC39;A23145C3EA78A528F91B6E091421AD5B;;;1959-04-15
0E0507E10092AC08F92F4B961CD4FB4F;A37976189A5501BE64E63F0C7C8A3091;Республика Саха (Якутия);M;1961-01-27
0FB8AE34409EA71EA10E9F4F92441753;BAE11C9F97F53F52B64E4BA1E8AF0DC8;Санкт-Петербург;M;1970-04-24
0FFA58E68083D7F64F10641D0329EFA7;1BE594098F7CB2C45CF95CBA00B77E8F;Самарская область;M;1976-06-25
12135EE92DA94EADBD01DCB9BA7AF17A;52502AEE709B1B64C381D8A0BDBD8A61;Омская область;F;1973-08-19
1390C6CDEB4BFAF2801832E0666A2463;2B4669F427E3A82B228AF41761076069;;;1989-04-07
162166770200DD73E81C763DA799F276;D33329C14973B8BD8708E68707F2723A;Красноярский край;M;1957-11-24
18BA09F98DFF6AB0C37CE09B425CA5F8;DDFD10530BE667E1F4384BBF71A5ECB4;Республика Саха (Якутия);F;1971-02-14
1CD11DB810E3B59A45410CD6246F1E22;C5390F616E4014423A0AE7A2BE722798;Приморский край;M;1984-04-02
1DC2D149002587A275BF7C53AB2F2D70;A1E7C5F412DB81DE2B1F227C80DAA727;Красноярский край;M;1974-12-11
2095EB43B3E7C8FCAD102EC42CDBE753;CBC5D824E2656975DCDDC42231B804E5;Ростовская область;M;1961-02-16
21F44D4C620444E0F7F818EFE8E41D85;868FE427671273B1430AE11C8B0693DF;Ростовская область;F;1994-04-24
2274F584EFE00CF00E0EE102B5A0FA71;60E65124368DA5724B86525CF43B44E7;;;.
22BEAC66B480F20C42C5441E1F2906C0;6BA8738D82DC9784A1A623C17AD5AC98;Кировская область;F;1964-06-20
258A531B9DDC6581AFDA1A4173BF551C;31B342D6C7C4F73777D118A1E07D1650;Москва;M;1961-01-02
2612C164EC383B471B3F15346B082382;4037A81A3FDC79F1FFCA4A1B102EE762;Челябинская область;F;1983-11-10
294EAEDAF6DE7FDAC9F5D4E9309DC25B;DED3C9E9D7109BA7EE49E2E140487186;Республика Башкортостан;F;1986-05-11
2AF295C3C5914572F6B4763B572741A3;44DECFFEC345F7E9C91002F880781CAC;Приморский край;M;1968-08-27
2CCBF99AD6F36B9C9F497A3C4B3C22BD;B8DB422EEFCB39888959788CAB30A0CE;Республика Саха (Якутия);F;2001-10-23
2F6D4295FBC9B9F1391FD19F1194BE29;B15CE777B2FDD6F55B3BB41166F44D7B;Самарская область;F;1994-08-17
2F6D4295FBC9B9F1391FD19F1194BE29;FB7E7A46B21096307E6B333206F2B1C9;Самарская область;F;1994-08-17
3371D4E9D7DCBA68C2DE451FB4B23E30;6C38070C7F9816AF47EDE5A45A63744D;;;1963-12-02
35FD300A6B0A3DCEC43DF4D379D2A4BA;A0DB9792F0AA2236020900D044535B54;Красноярский край;F;1967-10-16
3637FDB34F8FF2CD744515B4F67E3582;FC0B1C16774E9B6D4775FD17D70B2BFC;;;1974-08-28
40457E9340603D39162B3D45ADC28C67;57368FAD4DB2CBF11C2E8D94104660EF;Москва;;1983-09-17
40A9FFDA1334206D65F56B6CCB5F2A7F;5E9CFF9343D01F1FE9F872CC00A34410;Липецкая область;M;1968-05-23
46D3EFA7807ECECFB21DDA2E8B3819D6;AC4D0C7FA492DFFD54BCF44F602822A0;Москва;M;1986-05-09
4A0AA9AD923CE859A775B0AC91E79536;CBCCB3E7413399DC78D8E67BC2BFCF08;Оренбургская область;F;1986-05-28
4CDE8E2943CDFDFEFBFBEB5CE3EDA4F3;290B4BED47B4285679C14128902CFED4;;;1972-08-20
4D6EB227A3D135DF9B806EB03D610B72;90F2A2D48BD5DBA3CF4C081EC7CA15A6;Кировская область;F;1986-07-14
4F5D37D237290C51A89C8EE4A355015C;8B820129257237B4FAADCCB66BEDA111;Москва;F;1967-04-14
51835D0D1FDA5BFB586F43F831F0F375;00DD04CE14586EA6800819B11846C9AE;;;.
5190277442BE223E9030EE453C4B5977;86DA1A5B8B134E1D4808D68EE8020C38;Хабаровский край;F;1963-03-31
51E95D4DD5CAE95B38C385E90EE17438;01269D0824DB561F93E2503F1306AB56;;;.
54503A811A2FEBF0E5FFB4AFB995C1E6;E800587ECA3E76FC2E822CDA9D29CCED;Республика Башкортостан;M;1986-04-09
5475CBF821E4C5A83E77E758427D45BB;2C442B49A53F5F992D8D1AEB75D864E2;Приморский край;M;1984-03-03
54D30AA0B90F9B6FCF05B2FC1B339819;9E0EE2855556F94212DE00FC6C491AE7;Республика Татарстан;M;1990-02-19
54EC1E7BA9CBA4D34D71D746C436BB5B;20D72DC87AA58BFBEA969F9026F40B34;Владимирская область;M;1985-04-26
5847A3D19B06E8DC55B20ED89B1A1A99;59CF240D09BE3A994190D91BE28EB31F;Нижегородская область;M;1987-03-29
5A9627B1FE4A2D1C23E63DCBD9608CB6;DC14F8134C1AE704DC5594415A4A1F3C;Саратовская область;F;1981-10-03
5CD1B620A09D4F273EB046BB920065C6;18667D43C9FB017099CFF4CD883B41E5;Оренбургская область;F;1983-01-04
5D0A90130337620C414EDBAE45CFEEFD;4C35A8BEA4180887A496662C3E21011F;;;1987-06-29
5F654F37DF2E9B45A95FBCCC51969C34;D48A7D78BAA2CF6BF8C98F2511B89065;Санкт-Петербург;F;1982-03-20
6015F35ACBB83DE0167C1A34630D3C4C;49BE14A1414A46C43A42750DE3F1C9F8;Красноярский край;F;1994-05-20
617D4FE37AFA660A9665B5F6E022276F;0C29E4755ED18CD47C23882350AC5AC0;Челябинская область;F;1997-06-16
6628878CAE4015D0CE395A51728E2FC7;8DF9501528A4923A55E815F23F1692F0;Республика Тыва;M;1995-05-11
66ED5CE91603F2B40577942E1E49F576;1856DD8EEEB82A90B577B82EC692D8C6;Москва;F;1982-08-26
69B7EB3E1D2B0176C523AD30EF173B11;656729D657303114E84517698CDB27F6;Москва;M;1982-03-31
6D794705308455312AFA06A76FC85C38;4189C59BBB0D29C96D26D3E96B43F384;;;1969-05-23
6EE454707F5CFDBDC3A49C4E9419F7BD;862FEB1CF1496B22489645A628C8CFE7;Республика Саха (Якутия);M;1979-11-17
705D703238C0596FADA43ABF2A70452A;AA7B25B051B04339C08730E5C467F751;Липецкая область;F;1967-06-01
74A345BBF3CA60A069CFD3837D70D5B6;B23037E034C55CE3C1C78C63D6D2FF58;Москва;M;1983-09-01
780E663F7DE12BED67DA7A6EF53B1DF5;ECB84C8474BE4C46A34E0BDE66075C12;;;.
789EBFC16FD7B246F41DFC6A9D9EEF99;02CF3524125F21AB477DAB35E75C25C0;;;1960-02-20
7981991C5FC0F3EA8CBA54DC114D893D;72A86D4F9AACEB2576604E5874817353;;;1987-07-24
79E219A35078A8295FCDA72254E3B01D;00A6192B85755B0026A3B9170223D0DB;Москва;F;1967-10-18
7B0C5C73B530E78E1CBB538A70D71F27;49F046A24A3528A32263BFBF97DB0986;Липецкая область;F;1983-11-16
7CC3E6ADD42A25D9007E0981E04B2F1E;29CBD0F3ADC0532A1F89849C2F81F251;Омская область;F;1998-05-10
7EBEBFAB0404BB5FF0450B22625E97E5;A5D84426A6B3527FB8CD7F4FD5E908C8;Пензенская область;M;1975-04-28
80A50B9856D45ADD569DD6C9C9A9B48E;3673D6735B3865E03B92D80A6DC4F232;Республика Хакасия;M;1973-08-02
82AE731449C7F9FEFD661D70CF195F65;064D07B8CED7351000D5350D40812500;Москва;M;1975-11-02
83C033D4DCB61126A7A556171CD44F0C;2A605BC67A0627490D47E21219FF68DA;Красноярский край;F;1968-12-17
8D9E2168130A28CE749D4BEED1A03058;5ED8290AEB500394B3AA4157CB48AB48;;;1995-10-11
8E1863A3255D00B7FF9A778BBFA84362;2067B5C99C52D1CBE4473AF70A908505;;;1967-02-21
8FE2717D0595E90364873E6673B588B9;7644792081034F53053E8700007E75CE;;;1994-07-10
90D3C637EAEBA17DEC8EC5A1D6AAF7B7;99D6A882832E4ED26302956E19388AAB;Красноярский край;M;1988-12-05
9192AEA95F2DE6C0B34B0FA5859CB1E8;3CB82609B892F2725DE94524AB1194C0;Москва;M;1963-05-28
94640C854A0DE97E7036C210F93CAF38;726210B4B52187F17E885688EE77A0D6;Тамбовская область;M;2001-06-25
95FC19953FF7248CBBD6C258DCD2FD45;90BCF556373C8090362412C251F1FE42;Липецкая область;F;1992-09-23
97563476F256529E2F5E5E71E3278062;7DF6761F2C8CFB6723F9FCFBCC5F4BE0;Москва;M;1991-05-19
9D8F65CB5763749BE0201AADD39E80CD;04878BEF3A049A0D44B77047F98CA603;Амурская область;F;1982-09-07
A36580D016FAD80285C5FB4E515C886F;9C1C97DED0959F3B8B5C334D8B378A04;Санкт-Петербург;F;1967-03-06
A6146BAE4D457EF336C1282D8F5799BE;F8568FF612282A4C5CA8172BBE32E0E9;;;1987-02-18
A6D16ECB63FB469EDFCA774347D2D526;A61F891C9E21BFCFFBA87AF797E86604;;;1978-08-02
A810B9E10F76E89F0FB1EC9CC671BCE0;6FF3DBFD6339F6902E179E2B9DF598C0;Республика Карелия;F;1989-01-31
A8EE6B27FB46CF612E8EFA22A8A23B61;83010400A0BE4206BD455E99C3D43554;;;.
AB27A710630FB49E32642A0FCD26A57F;224F640C97120BAA4411E0D319D04A58;Нижегородская область;F;1987-06-21
AC1244079363616DDAE2A8A08080680D;7A6CFEFDB0CD91010131BDF52B2C4070;Москва;M;1972-08-07
AC647AC60821E32775821607C638DFE7;07F53CF5F603CBE1AEDD70DA6EAE0CF1;;;1979-12-13
B2FCE74C0BF60419799141FFF3458881;9244115D5F05F292A0E7432EE8474047;Новосибирская область;M;1968-05-31
B4825C72646E5D1AF27AE324549CF244;D091E097C20A2CC6DFBF1A480922D084;Приморский край;M;1979-11-17
B4F54FDBEF1255F681DDBA2BFFB62288;C482EBF24A45B3532F1DB221F5BD4288;;;1973-02-08
B675E1AB273AF7F38F2502749D460BEC;09C33D8EF3E1B43232D7C8C6B3D40682;Республика Башкортостан;M;1968-09-02
B96D890B82B9B1E745D7D410A1E7253B;B7A1439BA84D0836C11ED735F395E0BE;;;1992-01-04
BB6B1CD418B01CC6627F8881E2551DB9;E24F36B6FA084DB2E8DF18FE77CB8458;Ярославская область;F;1992-08-02
BBB6EAFE7C20F1BC0253BE9B8AED9B05;28DFDEBF907FFEC1A8AB3741A5E0FF1B;Белгородская область;F;1983-01-04
BC2644C006FEB2755463421B87CD2344;533073CEAF7316F0237291266F6BE43F;Новосибирская область;F;1975-11-13
BDEDAA347D89E0BAD59C9C0332F1CAF7;A0E609E9F004F77BFA1F897D4CE6D623;Красноярский край;M;1987-04-15
C1E48A2529A767E2B020D4B118858D85;BB0F9E54CB71D48F3EFAA0BFD5F83DD2;Республика Татарстан;F;1989-06-22
C3D34E990946971683D07E0614D77430;04469C6362F5AE5AB7961C3474791D86;Приморский край;F;1971-08-20
C579C4A2FECF0D725F805A3FD36D337A;D7F8B6178896E06F9F9263E1C2B463B6;Еврейская автономная область;M;1979-06-08
C5C3D307AFA4A3D2D3E9868BC0378086;DCC8E8699346EA36367D322DFE581D13;;;1966-11-19
C800B53ED70DAEB15D285E6AD9545B86;A15D515728D7FB15CD87C8D2BDC1D011;;;1981-11-25
C881D31F09EEB3C0A2185FC77B01C3A2;5DA738FA1FBFF5EA468625C42ABCF92C;Приморский край;F;1987-07-23
CA2171539FCA3B44D629D24A10214BD7;B461C3BF2DB4D2BA62EDC6B1E6E186AF;Республика Башкортостан;M;1996-10-23
CE120129988C47599C5A226ACCE4AD31;AEBD71E05C530F0D8F293393891AE9C5;;;1951-07-28
CF013BF36418C4CE22CADD84DD5F138E;8B2F9538F40D358E86914D9A530EE147;Омская область;M;1972-08-12
CF71A44414D64EDDE47BBA8E8AB2FBE3;D3A3CB7F116DC78A08B9B8E19576EAFB;;;1975-06-11
D09B852B6A942DDDAFFC37B1D0E4778F;300FEBB21490C2BD77C8148F1C9233EB;Москва;M;1963-05-26
D09B852B6A942DDDAFFC37B1D0E4778F;D413F8ABCAB6593C6FE17A931578269D;Москва;M;1963-05-26
D43101CC7B6C85EC4968A99B6B3D7D61;9DEF28908766360078CF62A3537CA6C2;Алтайский край;F;1985-03-16
D558AADCAF672F680BF68896E931E2AE;57894776232ECE1EB96EB36A133382C6;Курская область;F;1975-02-18
D6F259449E30110749A84C42D77B3FD7;7251087A93E89E8DCEFF682B98A2821B;;;1988-01-09
D7521B8CE70752895D5616A0E2A80080;B893AA2CA17E1EF633094CCCD310A44D;Липецкая область;M;1990-02-17
D86E907CDE89E427224088709D8F405B;BC5C1022548D6013BE3846FD395574A5;;;1991-11-29
DAF9697968415205C8D96C77BD936836;CC21FB5E8292C9929915D821ED8DEFC1;;;1984-09-06
E332A67A89E2B2B8AE063B1660537ADB;FDAB5D8C6F83D15294794426A9623CFB;;;1992-03-29
EC11547392E765D45ED5CB58C2186602;7CD2EE3DCFBBACE28DC4481F7025016E;Красноярский край;M;1981-04-18
EC18EEDC53264A268A4BB3B83E09D1FA;3FE37A50172C46EBAB309CFCA74B4D35;Красноярский край;F;1959-06-22
EED43C7B8664743B644A091A7F97252B;E79A12895B2F9382D0D9311DD3F4A891;Брянская область;M;1977-01-21
F4CF4C4C31E2466FFF4641C82F7FAA12;FE2DB5D2FAC6B5B6E946BAD38D13074A;Красноярский край;M;2001-05-07
FB0C331FD879780B5BDC1ECA48E4E68A;2FC2D8192A209344E670E5F2321843D3;Москва;F;1988-06-17
FE3FBF36A46285F21C411894760D0F61;392F810A2BDE4E1A3C14A40E6501172A;Калужская область;F;1981-03-07
02A499E074969D2B14B8FF52F26E040A;9A70749E276D900AD5E0F403AF4085F1;Москва;F;1975-07-29
034984DC2E34B44CF097FD5FD865D083;60F8E8B9AFCC5D3AAE0F298551FE151B;Амурская область;F;1976-11-01
068F8D2EFD4B57E6C713ECCFA4EEA61A;684462DBC7E6F863C8AC8E6019A4F155;Хабаровский край;M;1978-04-14
0B749F94A6DB093074B9E87FC21BDD09;BC971F1955D379FE2A67399CBE6640BB;Удмуртская Республика;M;1969-07-30
0B8DC8D12825B7728BFDEE315247A739;2A12F23DC3512C93322D326FEABA7649;Республика Тыва;F;1962-05-13
0C368321613490A6B1B87D874DAF3AC6;CFEF51893D665C494AA3890BBB42FA83;Ставропольский край;F;1989-08-25
15A3FD4EF2F4B8F9CCDC10E3EF92D53E;414F31F823F8988B6A4C1FFB7545C0FC;Республика Тыва;F;1981-02-20
16FC2571DB8316C0F3F5D04C239A707C;41C4FBAE923A905A47E00923F3D88AA2;Нижегородская область;F;1972-04-22
1A779EE8822B2B5E810DC85D46B000A1;ABE8EE7A7436B52ECE8BC1DBC7A05008;Челябинская область;F;1966-10-25
1AD82E8ADB889A277A43559BE27E9592;90E7A5CD227F5D917DF584CB350A0544;Курская область;M;1992-06-21
1AD99D6DC14E11928397E0472549D9F7;DD124E2F2A376129452404165233AB55;Республика Саха (Якутия);M;1983-06-04
1C069B6F858CF15FA432F59AF4271D1D;9B22CCCF0BBA006FC2954D3A7076D71C;Москва;M;1977-08-04
1CB136116083531C87CA743F394CF7DA;74B5B1C99D849CE8FAB0BF8FA146073C;Санкт-Петербург;F;1989-03-20
20A31819032A664A0C2E9683EA501659;F45969C8EE3392816F701CB57A22529E;Красноярский край;M;1992-01-09
2400DE1BD0F931244AF8A2C8CEF7E2A0;D57C49B0C5513225DE30DAF815513532;Москва;F;1959-04-08
2435919C4BC11C3A9C621D68F066AEBC;C08B16EA2FFB0EBFFC29EAA3D5F71134;Московская область;F;1971-09-07
27C8E35483C1F77370E02511FE10C558;341352E24905196EEBF3C0D59F5DC348;Еврейская автономная область;M;1961-05-22
2D624D689C60BA3D0D9456611222106C;2353720EC09245000B14658EF3686A7C;Москва;F;1983-12-15
35E6A797A79920527661C092868EB675;67051907B4335B632FCF881CB7795561;Томская область;M;1953-07-28
37218E7325A38A66EC73A3B447E17E27;483CA4A9545E5CDFD728E555F89FC1D0;Красноярский край;F;1978-01-29
3BB06B334AC7CC3F162678C91E715146;B1BE98EF031C9247469251927D1E4A81;Белгородская область;M;1966-09-30
3C05CDD71BE0D0969A98BB5DC07A88DF;F2491207B1978699A9FE818D0B151DDB;Красноярский край;M;1995-02-05
3CCFE42E55FA97136056831B3AD15FED;13F26C6A715DDF68AA4043652179116C;Республика Тыва;M;1973-03-31
3CD56A4E85413F8D202C7FB91955C378;6A1D15EEE2B28D8964C2A6DEB22D81AD;Краснодарский край;F;1976-02-20
